transaction_id,line_id,category,quantity,net_sales,margin
893269,893269-L1,Household,1,31.69,11.67
893225,893225-L1,Personal Care,1,28.8,10.62
893274,893274-L1,Baby,1,40.96,15.55
893273,893273-L1,Skincare,1,15.0,5.7
893273,893273-L2,Body Care,1,17.4,6.62
893275,893275-L1,Hair Care,1,34.86,13.21
893271,893271-L1,Body Care,1,56.75,21.48
893277,893277-L1,Make-up,1,32.61,12.31
893276,893276-L1,Hair Care,1,26.45,10.06
893285,893285-L1,Skincare,1,15.42,6.42
893295,893295-L1,Personal Care,1,16.14,6.45
893286,893286-L1,Oral Care,1,19.04,7.89
893283,893283-L1,Body Care,1,12.58,4.98
893298,893298-L1,Oral Care,1,18.52,7.71
893279,893279-L1,Oral Care,1,2.83,1.18
893279,893279-L2,Hair Care,1,13.17,5.49
893310,893310-L1,Skincare,1,5.21,1.87
893310,893310-L2,Personal Care,1,3.63,1.31
893314,893314-L1,Make-up,1,9.4,3.37
893314,893314-L2,Baby,1,2.43,0.87
893320,893320-L1,Make-up,1,6.22,2.24
893320,893320-L2,Baby,1,6.14,2.22
893317,893317-L1,Baby,1,7.59,2.74
893303,893303-L1,Make-up,1,10.28,3.7
893305,893305-L1,Hair Care,1,10.0,3.6
893335,893335-L1,Personal Care,1,25.68,7.82
893357,893357-L1,Baby,1,9.96,3.03
893357,893357-L2,Household,1,11.65,3.54
893357,893357-L3,Make-up,1,9.36,2.84
893351,893351-L1,Personal Care,1,12.08,3.87
893351,893351-L2,Skincare,1,22.59,7.24
893355,893355-L1,Hair Care,1,23.77,7.25
893342,893342-L1,Body Care,1,39.87,13.03
893337,893337-L1,Make-up,1,11.14,3.44
893337,893337-L2,Oral Care,1,18.84,5.83
893390,893390-L1,Hair Care,1,5.47,1.59
893390,893390-L2,Personal Care,1,11.52,3.36
893399,893399-L1,Body Care,1,18.06,5.25
893413,893413-L1,Hair Care,1,14.8,3.97
893372,893372-L1,Hair Care,1,15.07,4.34
893370,893370-L1,Make-up,1,15.7,4.54
893418,893418-L1,Baby,1,18.02,5.21
893441,893441-L1,Body Care,1,17.03,4.68
893445,893445-L1,Hair Care,1,24.3,6.7
893444,893444-L1,Personal Care,1,18.67,5.15
893440,893440-L1,Household,1,12.3,3.09
893440,893440-L2,Make-up,1,5.83,1.47
893442,893442-L1,Baby,1,7.1,1.93
893442,893442-L2,Personal Care,1,9.61,2.62
893446,893446-L1,Personal Care,1,19.31,5.14
893465,893465-L1,Hair Care,1,8.04,2.45
893465,893465-L2,Oral Care,1,3.76,1.14
893461,893461-L1,Skincare,1,9.81,2.99
893472,893472-L1,Household,1,11.12,3.27
893454,893454-L1,Make-up,1,10.68,3.02
893476,893476-L1,Hair Care,1,4.15,1.24
893476,893476-L2,Baby,1,7.73,2.3
893469,893469-L1,Baby,1,3.08,0.8
893469,893469-L2,Hair Care,1,4.4,1.14
893479,893479-L1,Hair Care,1,19.55,5.58
893485,893485-L1,Make-up,1,9.13,2.64
893485,893485-L2,Skincare,1,3.46,1.0
893485,893485-L3,Hair Care,1,6.53,1.89
893480,893480-L1,Hair Care,1,16.93,4.71
893484,893484-L1,Baby,1,13.44,3.87
893484,893484-L2,Body Care,1,7.04,2.03
893481,893481-L1,Make-up,1,14.9,4.01
893481,893481-L2,Skincare,1,2.59,0.7
893483,893483-L1,Hair Care,1,30.96,9.0
893486,893486-L1,Household,1,8.14,2.06
893506,893506-L1,Baby,1,8.57,2.18
893502,893502-L1,Skincare,1,6.97,1.61
893492,893492-L1,Make-up,1,6.92,1.65
893511,893511-L1,Skincare,1,7.52,1.92
893493,893493-L1,Body Care,1,6.13,1.48
893493,893493-L2,Make-up,1,2.34,0.57
893528,893528-L1,Skincare,1,11.34,3.8
893528,893528-L2,Baby,1,3.23,1.08
893529,893529-L1,Household,1,13.8,4.58
893518,893518-L1,Personal Care,1,12.34,4.05
893518,893518-L2,Baby,1,4.99,1.64
893518,893518-L3,Oral Care,1,3.44,1.13
893526,893526-L1,Hair Care,1,16.42,5.51
893521,893521-L1,Skincare,1,19.95,6.57
893520,893520-L1,Baby,1,19.24,6.24
893542,893542-L1,Skincare,1,28.32,11.26
893550,893550-L1,Body Care,1,29.45,11.48
893546,893546-L1,Household,1,30.63,12.18
893557,893557-L1,Personal Care,1,16.71,6.64
893557,893557-L2,Body Care,1,21.53,8.56
893544,893544-L1,Baby,1,32.85,13.09
893534,893534-L1,Make-up,1,24.98,9.94
893591,893591-L1,Personal Care,1,1.79,0.57
893591,893591-L2,Make-up,1,21.18,6.69
893570,893570-L1,Hair Care,1,12.73,4.03
893570,893570-L2,Skincare,1,6.17,1.95
893582,893582-L1,Hair Care,1,7.72,2.41
893582,893582-L2,Make-up,1,8.51,2.65
893587,893587-L1,Household,1,11.2,3.43
893587,893587-L2,Hair Care,1,5.64,1.72
893586,893586-L1,Hair Care,1,16.76,5.24
893568,893568-L1,Oral Care,1,15.95,4.5
893611,893611-L1,Household,1,4.94,1.32
893611,893611-L2,Body Care,1,13.19,3.52
893619,893619-L1,Personal Care,1,17.53,4.69
893612,893612-L1,Baby,1,13.62,3.65
893629,893629-L1,Personal Care,1,14.77,3.98
893617,893617-L1,Hair Care,1,16.55,4.43
893623,893623-L1,Body Care,1,1.65,0.44
893623,893623-L2,Make-up,1,13.06,3.5
893664,893664-L1,Household,1,20.7,5.88
893638,893638-L1,Hair Care,1,13.96,3.91
893638,893638-L2,Oral Care,1,5.2,1.45
893696,893696-L1,Make-up,1,16.99,4.58
893650,893650-L1,Baby,1,15.96,4.57
893697,893697-L1,Skincare,1,8.37,2.38
893697,893697-L2,Make-up,1,7.45,2.12
893681,893681-L1,Personal Care,1,18.19,4.82
893716,893716-L1,Baby,1,27.49,7.85
893715,893715-L1,Household,1,34.27,9.85
893703,893703-L1,Make-up,1,28.64,8.23
893711,893711-L1,Make-up,1,14.61,4.19
893711,893711-L2,Oral Care,1,23.02,6.61
893708,893708-L1,Make-up,1,32.45,9.31
893706,893706-L1,Household,1,11.17,3.21
893706,893706-L2,Make-up,1,11.76,3.37
893726,893726-L1,Body Care,1,18.92,5.64
893725,893725-L1,Oral Care,1,13.02,3.87
893725,893725-L2,Body Care,1,9.04,2.68
893721,893721-L1,Hair Care,1,22.49,6.3
893723,893723-L1,Make-up,1,18.87,5.64
893724,893724-L1,Baby,1,9.72,2.91
893724,893724-L2,Hair Care,1,9.14,2.73
893722,893722-L1,Skincare,1,18.06,5.14
893743,893743-L1,Household,1,32.62,14.34
893738,893738-L1,Hair Care,1,12.91,5.64
893738,893738-L2,Oral Care,1,14.25,6.22
893745,893745-L1,Make-up,1,28.67,12.6
893745,893745-L2,Personal Care,1,6.22,2.73
893730,893730-L1,Skincare,1,26.28,11.45
893751,893751-L1,Body Care,1,15.93,7.01
893751,893751-L2,Household,1,14.22,6.25
893744,893744-L1,Personal Care,1,15.68,6.57
893744,893744-L2,Household,1,14.24,5.96
893847,893847-L1,Body Care,1,4.11,1.08
893847,893847-L2,Baby,1,11.58,3.04
893840,893840-L1,Body Care,1,9.83,2.57
893840,893840-L2,Hair Care,1,5.48,1.44
893848,893848-L1,Hair Care,1,11.63,2.86
893766,893766-L1,Household,1,14.4,3.78
893758,893758-L1,Body Care,1,7.71,2.0
893758,893758-L2,Personal Care,1,5.56,1.45
893792,893792-L1,Household,1,14.47,3.53
893867,893867-L1,Hair Care,1,22.25,5.9
893868,893868-L1,Hair Care,1,9.2,2.32
893868,893868-L2,Oral Care,1,5.29,1.33
893868,893868-L3,Make-up,1,10.52,2.65
893865,893865-L1,Household,1,27.04,7.22
893865,893865-L2,Skincare,1,2.82,0.75
893871,893871-L1,Household,1,2.5,0.67
893871,893871-L2,Hair Care,1,13.99,3.74
893871,893871-L3,Personal Care,1,4.14,1.11
893866,893866-L1,Baby,1,27.31,7.28
893869,893869-L1,Personal Care,1,19.9,5.29
893869,893869-L2,Make-up,1,8.3,2.21
893887,893887-L1,Baby,1,28.35,5.78
893892,893892-L1,Skincare,1,36.02,8.55
893883,893883-L1,Hair Care,1,28.97,6.81
893902,893902-L1,Skincare,1,22.76,4.88
893891,893891-L1,Oral Care,1,19.41,4.57
893891,893891-L2,Personal Care,1,17.81,4.2
893884,893884-L1,Baby,1,33.23,7.79
894072,894072-L1,Baby,1,13.96,4.53
894072,894072-L2,Household,1,11.06,3.58
894055,894055-L1,Household,1,24.39,7.88
894059,894059-L1,Personal Care,1,35.54,11.48
894042,894042-L1,Baby,1,21.44,6.86
893991,893991-L1,Skincare,1,33.72,10.96
894075,894075-L1,Body Care,1,11.22,3.63
894075,894075-L2,Skincare,1,12.43,4.03
894093,894093-L1,Baby,1,30.21,11.27
894089,894089-L1,Personal Care,1,24.16,9.04
894082,894082-L1,Baby,1,6.5,2.34
894082,894082-L2,Household,1,21.02,7.57
894081,894081-L1,Make-up,1,12.55,4.66
894081,894081-L2,Hair Care,1,18.39,6.83
894085,894085-L1,Make-up,1,25.08,9.35
894094,894094-L1,Make-up,1,18.54,6.91
894094,894094-L2,Baby,1,9.85,3.67
894125,894125-L1,Baby,1,1.88,0.56
894125,894125-L2,Skincare,1,18.11,5.37
894112,894112-L1,Household,1,14.58,4.29
894110,894110-L1,Oral Care,1,14.85,4.15
894126,894126-L1,Personal Care,1,18.23,5.39
894128,894128-L1,Oral Care,1,18.98,5.57
894123,894123-L1,Skincare,1,5.72,1.68
894123,894123-L2,Household,1,4.72,1.39
894123,894123-L3,Oral Care,1,8.01,2.35
894141,894141-L1,Hair Care,1,25.02,6.9
894155,894155-L1,Body Care,1,23.67,6.63
894142,894142-L1,Skincare,1,16.97,4.77
894142,894142-L2,Personal Care,1,7.25,2.04
894157,894157-L1,Baby,1,25.54,6.86
894167,894167-L1,Oral Care,1,24.98,6.91
894134,894134-L1,Make-up,1,26.82,7.51
894171,894171-L1,Hair Care,1,46.77,15.83
894180,894180-L1,Body Care,1,44.99,15.25
894179,894179-L1,Skincare,1,49.91,16.92
894176,894176-L1,Make-up,1,35.11,11.75
894170,894170-L1,Body Care,1,39.32,12.82
894172,894172-L1,Body Care,1,19.77,6.1
894215,894215-L1,Skincare,1,8.92,2.82
894215,894215-L2,Make-up,1,13.27,4.19
894270,894270-L1,Hair Care,1,9.4,2.99
894270,894270-L2,Personal Care,1,11.37,3.62
894242,894242-L1,Hair Care,1,3.99,1.24
894242,894242-L2,Oral Care,1,6.49,2.01
894242,894242-L3,Body Care,1,9.91,3.07
894249,894249-L1,Hair Care,1,13.66,4.12
894249,894249-L2,Oral Care,1,9.5,2.86
894307,894307-L1,Personal Care,1,27.99,8.8
894213,894213-L1,Body Care,1,19.0,5.83
894323,894323-L1,Hair Care,1,11.16,3.45
894323,894323-L2,Body Care,1,7.66,2.36
894326,894326-L1,Household,1,8.99,2.77
894326,894326-L2,Baby,1,5.9,1.82
894333,894333-L1,Hair Care,1,7.77,2.38
894333,894333-L2,Baby,1,12.54,3.85
894327,894327-L1,Skincare,1,7.17,2.2
894327,894327-L2,Personal Care,1,7.25,2.22
894324,894324-L1,Oral Care,1,4.18,1.28
894324,894324-L2,Make-up,1,11.31,3.48
894329,894329-L1,Skincare,1,15.39,4.72
894360,894360-L1,Make-up,1,38.21,15.53
894341,894341-L1,Hair Care,1,27.81,11.3
894365,894365-L1,Baby,1,34.15,13.19
894367,894367-L1,Make-up,1,54.19,21.9
894349,894349-L1,Make-up,1,55.2,22.38
894346,894346-L1,Hair Care,1,39.26,15.97
894383,894383-L1,Make-up,1,34.25,11.12
894386,894386-L1,Skincare,1,40.29,13.21
894409,894409-L1,Make-up,1,40.81,13.42
894384,894384-L1,Baby,1,10.01,3.27
894384,894384-L2,Personal Care,1,25.08,8.2
894410,894410-L1,Oral Care,1,38.76,12.64
894373,894373-L1,Oral Care,1,41.98,13.29
894438,894438-L1,Body Care,1,18.44,5.18
894430,894430-L1,Personal Care,1,4.8,1.36
894430,894430-L2,Oral Care,1,1.11,0.31
894430,894430-L3,Baby,1,19.39,5.48
894420,894420-L1,Hair Care,1,32.3,9.11
894423,894423-L1,Hair Care,1,11.37,3.21
894423,894423-L2,Household,1,11.9,3.35
894426,894426-L1,Skincare,1,3.5,0.96
894426,894426-L2,Baby,1,14.86,4.07
894436,894436-L1,Baby,1,19.78,5.37
894465,894465-L1,Body Care,1,18.24,6.62
894446,894446-L1,Baby,1,18.83,6.88
894496,894496-L1,Make-up,1,4.11,1.4
894496,894496-L2,Household,1,10.89,3.7
894496,894496-L3,Oral Care,1,4.09,1.39
894448,894448-L1,Make-up,1,16.58,6.06
894472,894472-L1,Make-up,1,4.11,1.5
894472,894472-L2,Body Care,1,15.29,5.59
894467,894467-L1,Baby,1,18.64,6.79
894552,894552-L1,Skincare,1,13.9,4.31
894537,894537-L1,Household,1,3.5,1.03
894537,894537-L2,Hair Care,1,5.8,1.7
894537,894537-L3,Baby,1,8.86,2.6
894542,894542-L1,Hair Care,1,29.32,9.13
894553,894553-L1,Baby,1,7.17,2.1
894553,894553-L2,Hair Care,1,11.49,3.36
894553,894553-L3,Body Care,1,1.59,0.47
894538,894538-L1,Baby,1,18.97,5.93
894523,894523-L1,Hair Care,1,19.69,5.87
894577,894577-L1,Hair Care,1,42.59,13.37
894582,894582-L1,Personal Care,1,45.28,14.09
894574,894574-L1,Oral Care,1,15.11,4.8
894574,894574-L2,Household,1,21.46,6.81
894575,894575-L1,Household,1,23.85,7.41
894575,894575-L2,Make-up,1,17.73,5.5
894576,894576-L1,Skincare,1,32.51,10.26
894583,894583-L1,Oral Care,1,26.72,7.64
894595,894595-L1,Make-up,1,13.28,4.85
894599,894599-L1,Hair Care,1,17.03,6.2
894586,894586-L1,Skincare,1,13.4,4.9
894597,894597-L1,Oral Care,1,19.51,7.13
894587,894587-L1,Hair Care,1,14.7,5.12
894593,894593-L1,Personal Care,1,15.19,5.56
894608,894608-L1,Skincare,1,42.87,9.09
894603,894603-L1,Make-up,1,56.53,13.71
894602,894602-L1,Household,1,58.1,13.99
894610,894610-L1,Body Care,1,35.91,8.33
894610,894610-L2,Household,1,26.21,6.08
894611,894611-L1,Baby,1,67.83,16.42
894615,894615-L1,Household,1,52.48,12.71
894645,894645-L1,Personal Care,1,2.42,0.63
894645,894645-L2,Body Care,1,4.56,1.18
894645,894645-L3,Hair Care,1,3.79,0.98
894618,894618-L1,Make-up,1,15.44,4.1
894630,894630-L1,Baby,1,17.42,4.79
894637,894637-L1,Skincare,1,2.2,0.61
894637,894637-L2,Personal Care,1,11.54,3.19
894668,894668-L1,Baby,1,25.32,7.02
894636,894636-L1,Make-up,1,15.26,4.21
894636,894636-L2,Oral Care,1,1.83,0.5
894683,894683-L1,Hair Care,1,13.8,4.41
894705,894705-L1,Make-up,1,5.4,1.78
894705,894705-L2,Household,1,15.93,5.25
894673,894673-L1,Personal Care,1,23.19,7.52
894681,894681-L1,Skincare,1,14.5,4.78
894681,894681-L2,Personal Care,1,5.15,1.7
894671,894671-L1,Oral Care,1,16.57,5.47
894710,894710-L1,Skincare,1,8.52,2.67
894710,894710-L2,Body Care,1,3.69,1.15
894710,894710-L3,Oral Care,1,12.72,3.98
894742,894742-L1,Make-up,1,18.41,6.65
894731,894731-L1,Oral Care,1,15.31,5.51
894746,894746-L1,Baby,1,2.97,0.99
894746,894746-L2,Oral Care,1,8.26,2.74
894720,894720-L1,Personal Care,1,11.31,4.09
894720,894720-L2,Body Care,1,4.88,1.77
894718,894718-L1,Body Care,1,14.52,5.1
894736,894736-L1,Household,1,10.32,3.71
894736,894736-L2,Hair Care,1,7.39,2.66
894768,894768-L1,Body Care,1,12.93,3.63
894768,894768-L2,Oral Care,1,5.5,1.54
894789,894789-L1,Body Care,1,21.64,6.1
894763,894763-L1,Hair Care,1,8.5,2.18
894763,894763-L2,Household,1,9.74,2.5
894803,894803-L1,Body Care,1,4.62,1.2
894803,894803-L2,Household,1,9.33,2.43
894798,894798-L1,Oral Care,1,9.54,2.69
894798,894798-L2,Hair Care,1,10.22,2.88
894798,894798-L3,Baby,1,2.14,0.6
894799,894799-L1,Make-up,1,23.73,6.65
894819,894819-L1,Make-up,1,37.14,10.84
894813,894813-L1,Personal Care,1,52.07,15.7
894811,894811-L1,Oral Care,1,37.77,11.06
894837,894837-L1,Hair Care,1,5.62,1.73
894837,894837-L2,Oral Care,1,35.11,10.79
894817,894817-L1,Household,1,38.92,12.02
894836,894836-L1,Make-up,1,49.1,15.06
894850,894850-L1,Make-up,1,14.69,5.22
894858,894858-L1,Body Care,1,19.87,7.09
894868,894868-L1,Baby,1,15.12,5.4
894868,894868-L2,Make-up,1,6.14,2.19
894845,894845-L1,Household,1,19.06,6.81
894846,894846-L1,Oral Care,1,12.07,4.29
894857,894857-L1,Oral Care,1,17.21,6.01
894875,894875-L1,Body Care,1,24.02,6.66
894873,894873-L1,Skincare,1,21.94,6.15
894873,894873-L2,Body Care,1,7.69,2.16
894890,894890-L1,Household,1,18.79,5.18
894890,894890-L2,Make-up,1,7.05,1.95
894891,894891-L1,Skincare,1,28.99,8.05
894889,894889-L1,Skincare,1,29.07,8.1
894876,894876-L1,Baby,1,18.39,4.85
894894,894894-L1,Hair Care,1,27.47,7.81
894900,894900-L1,Baby,1,38.6,10.19
894905,894905-L1,Oral Care,1,16.66,3.98
894905,894905-L2,Skincare,1,5.6,1.34
894906,894906-L1,Body Care,1,5.11,1.4
894906,894906-L2,Hair Care,1,25.91,7.12
894895,894895-L1,Baby,1,34.51,9.65
894897,894897-L1,Hair Care,1,33.31,8.63
894897,894897-L2,Skincare,1,4.61,1.19
894918,894918-L1,Baby,1,46.09,15.02
894944,894944-L1,Household,1,26.42,9.37
894944,894944-L2,Hair Care,1,10.94,3.88
894976,894976-L1,Hair Care,1,11.25,3.98
894976,894976-L2,Personal Care,1,37.68,13.31
894966,894966-L1,Body Care,1,33.47,10.94
894951,894951-L1,Make-up,1,31.46,11.05
894951,894951-L2,Baby,1,6.59,2.31
894951,894951-L3,Hair Care,1,5.33,1.87
894973,894973-L1,Make-up,1,38.96,13.73
894973,894973-L2,Body Care,1,10.21,3.6
895075,895075-L1,Body Care,1,1.73,0.69
895075,895075-L2,Make-up,1,7.9,3.15
895075,895075-L3,Oral Care,1,4.76,1.9
895038,895038-L1,Personal Care,1,20.16,8.04
895048,895048-L1,Body Care,1,9.47,3.79
895028,895028-L1,Hair Care,1,18.95,7.56
895051,895051-L1,Make-up,1,1.81,0.72
895051,895051-L2,Personal Care,1,6.67,2.67
895051,895051-L3,Body Care,1,7.58,3.03
895058,895058-L1,Personal Care,1,20.45,8.2
895104,895104-L1,Personal Care,1,24.31,5.67
895109,895109-L1,Body Care,1,22.22,5.63
895102,895102-L1,Hair Care,1,4.86,1.23
895102,895102-L2,Skincare,1,14.08,3.57
895102,895102-L3,Oral Care,1,1.72,0.44
895099,895099-L1,Household,1,16.53,4.08
895113,895113-L1,Hair Care,1,10.82,2.52
895113,895113-L2,Body Care,1,6.73,1.56
895100,895100-L1,Body Care,1,12.1,2.95
895121,895121-L1,Household,1,12.2,4.37
895121,895121-L2,Skincare,1,32.72,11.71
895128,895128-L1,Personal Care,1,44.28,17.15
895138,895138-L1,Make-up,1,44.84,17.27
895127,895127-L1,Make-up,1,40.44,15.61
895136,895136-L1,Household,1,48.38,18.66
895123,895123-L1,Skincare,1,45.41,17.47
895149,895149-L1,Hair Care,1,16.17,5.95
895164,895164-L1,Body Care,1,3.15,1.17
895164,895164-L2,Household,1,10.44,3.87
895151,895151-L1,Body Care,1,16.98,6.29
895172,895172-L1,Body Care,1,4.98,1.75
895172,895172-L2,Skincare,1,4.85,1.7
895165,895165-L1,Make-up,1,10.28,3.8
895162,895162-L1,Hair Care,1,7.94,2.95
895162,895162-L2,Oral Care,1,7.6,2.83
895182,895182-L1,Hair Care,1,46.59,14.24
895184,895184-L1,Oral Care,1,18.34,4.79
895184,895184-L2,Baby,1,22.34,5.83
895204,895204-L1,Household,1,54.11,16.62
895196,895196-L1,Skincare,1,50.6,14.93
895200,895200-L1,Oral Care,1,50.05,15.35
895210,895210-L1,Personal Care,1,54.23,16.65
895286,895286-L1,Hair Care,1,8.85,2.53
895239,895239-L1,Hair Care,1,1.31,0.4
895239,895239-L2,Personal Care,1,10.35,3.14
895232,895232-L1,Personal Care,1,4.9,1.43
895232,895232-L2,Household,1,5.31,1.55
895245,895245-L1,Skincare,1,11.0,3.31
895225,895225-L1,Body Care,1,12.11,3.65
895283,895283-L1,Hair Care,1,12.77,3.84
895301,895301-L1,Baby,1,16.12,5.73
895297,895297-L1,Personal Care,1,3.29,1.18
895297,895297-L2,Make-up,1,15.82,5.65
895296,895296-L1,Baby,1,14.97,5.31
895300,895300-L1,Body Care,1,12.42,4.41
895303,895303-L1,Skincare,1,14.19,5.07
895299,895299-L1,Personal Care,1,28.2,10.02
895322,895322-L1,Personal Care,1,13.54,4.7
895312,895312-L1,Body Care,1,12.14,4.08
895312,895312-L2,Oral Care,1,1.38,0.46
895312,895312-L3,Make-up,1,2.71,0.91
895306,895306-L1,Oral Care,1,14.31,4.97
895316,895316-L1,Household,1,6.16,1.98
895331,895331-L1,Personal Care,1,8.09,2.63
895321,895321-L1,Baby,1,7.82,2.56
895347,895347-L1,Hair Care,1,56.26,22.86
895348,895348-L1,Make-up,1,62.25,24.82
895353,895353-L1,Skincare,1,59.51,23.34
895341,895341-L1,Body Care,1,82.63,33.44
895344,895344-L1,Hair Care,1,22.85,9.28
895344,895344-L2,Oral Care,1,72.22,29.35
895343,895343-L1,Skincare,1,68.95,26.54
895366,895366-L1,Household,1,15.7,3.06
895358,895358-L1,Hair Care,1,15.18,2.84
895360,895360-L1,Baby,1,31.85,6.94
895363,895363-L1,Body Care,1,18.67,3.94
895359,895359-L1,Body Care,1,7.02,1.54
895359,895359-L2,Make-up,1,17.63,3.86
895357,895357-L1,Hair Care,1,18.31,3.99
895357,895357-L2,Body Care,1,8.23,1.8
895372,895372-L1,Hair Care,1,16.05,5.1
895401,895401-L1,Skincare,1,19.4,6.19
895386,895386-L1,Skincare,1,21.87,6.92
895376,895376-L1,Make-up,1,21.71,6.94
895417,895417-L1,Skincare,1,24.87,7.89
895377,895377-L1,Hair Care,1,16.55,5.3
895464,895464-L1,Make-up,1,70.91,31.85
895466,895466-L1,Hair Care,1,49.24,21.55
895471,895471-L1,Hair Care,1,6.82,3.04
895471,895471-L2,Baby,1,34.79,15.51
895471,895471-L3,Oral Care,1,27.07,12.07
895463,895463-L1,Household,1,60.36,27.04
895452,895452-L1,Baby,1,62.04,27.01
895465,895465-L1,Body Care,1,18.2,7.89
895465,895465-L2,Oral Care,1,28.24,12.23
895481,895481-L1,Skincare,1,28.89,11.36
895490,895490-L1,Make-up,1,34.05,13.8
895491,895491-L1,Make-up,1,35.64,14.38
895493,895493-L1,Baby,1,15.58,6.29
895493,895493-L2,Hair Care,1,15.98,6.45
895487,895487-L1,Hair Care,1,29.3,11.06
895500,895500-L1,Hair Care,1,27.0,10.93
895518,895518-L1,Household,1,2.74,0.84
895518,895518-L2,Hair Care,1,13.05,3.99
895508,895508-L1,Body Care,1,28.64,9.26
895536,895536-L1,Household,1,28.54,9.32
895526,895526-L1,Make-up,1,10.52,3.28
895526,895526-L2,Hair Care,1,7.11,2.22
895507,895507-L1,Make-up,1,10.95,3.58
895507,895507-L2,Baby,1,14.1,4.62
895522,895522-L1,Oral Care,1,27.25,8.93
895547,895547-L1,Personal Care,1,37.3,10.19
895556,895556-L1,Baby,1,20.41,5.98
895556,895556-L2,Body Care,1,3.9,1.14
895556,895556-L3,Make-up,1,16.25,4.76
895545,895545-L1,Personal Care,1,41.67,12.37
895553,895553-L1,Oral Care,1,40.67,12.06
895552,895552-L1,Body Care,1,33.34,9.83
895548,895548-L1,Hair Care,1,12.47,3.53
895548,895548-L2,Make-up,1,25.5,7.21
895561,895561-L1,Make-up,1,4.55,1.15
895561,895561-L2,Oral Care,1,23.22,5.84
895565,895565-L1,Hair Care,1,35.16,8.38
895563,895563-L1,Skincare,1,29.65,7.53
895569,895569-L1,Oral Care,1,29.61,7.0
895580,895580-L1,Hair Care,1,33.52,8.5
895564,895564-L1,Oral Care,1,5.92,1.47
895564,895564-L2,Personal Care,1,21.7,5.38
895564,895564-L3,Hair Care,1,5.75,1.43
895582,895582-L1,Body Care,1,40.5,10.58
895631,895631-L1,Oral Care,1,47.36,12.47
895645,895645-L1,Make-up,1,45.79,11.65
895597,895597-L1,Baby,1,36.79,9.64
895601,895601-L1,Baby,1,44.83,10.78
895583,895583-L1,Household,1,30.17,7.89
895715,895715-L1,Body Care,1,16.98,5.44
895671,895671-L1,Make-up,1,22.12,7.12
895705,895705-L1,Hair Care,1,1.78,0.57
895705,895705-L2,Skincare,1,18.02,5.79
895673,895673-L1,Body Care,1,10.35,3.3
895673,895673-L2,Baby,1,3.13,1.0
895713,895713-L1,Baby,1,15.68,4.71
895669,895669-L1,Personal Care,1,17.69,5.72
895741,895741-L1,Personal Care,1,14.56,4.27
895718,895718-L1,Skincare,1,22.62,7.3
895724,895724-L1,Hair Care,1,19.3,5.9
895743,895743-L1,Household,1,17.4,5.25
895723,895723-L1,Household,1,21.85,6.89
895742,895742-L1,Personal Care,1,20.06,6.42
895756,895756-L1,Household,1,18.31,5.71
895756,895756-L2,Hair Care,1,17.76,5.54
895749,895749-L1,Oral Care,1,33.76,10.55
895802,895802-L1,Make-up,1,61.67,19.42
895797,895797-L1,Personal Care,1,20.53,5.9
895797,895797-L2,Oral Care,1,4.75,1.36
895770,895770-L1,Make-up,1,28.9,9.1
895782,895782-L1,Body Care,1,37.71,11.88
895823,895823-L1,Hair Care,1,4.0,1.72
895823,895823-L2,Make-up,1,15.52,6.68
895803,895803-L1,Personal Care,1,14.59,6.29
895810,895810-L1,Hair Care,1,12.3,4.99
895806,895806-L1,Hair Care,1,14.8,6.17
895817,895817-L1,Household,1,14.29,5.82
895809,895809-L1,Oral Care,1,13.07,5.47
895828,895828-L1,Skincare,1,21.53,6.75
895836,895836-L1,Personal Care,1,22.55,7.08
895837,895837-L1,Personal Care,1,22.28,6.71
895834,895834-L1,Baby,1,15.73,4.54
895830,895830-L1,Oral Care,1,18.83,6.1
895826,895826-L1,Personal Care,1,7.49,2.44
895826,895826-L2,Household,1,12.94,4.21
895939,895939-L1,Personal Care,1,37.95,16.56
895899,895899-L1,Make-up,1,37.1,15.75
895903,895903-L1,Hair Care,1,35.02,15.37
895897,895897-L1,Hair Care,1,53.27,23.21
895861,895861-L1,Personal Care,1,39.74,17.34
895912,895912-L1,Baby,1,36.4,15.84
895952,895952-L1,Skincare,1,65.29,22.39
895966,895966-L1,Baby,1,25.08,7.87
895967,895967-L1,Hair Care,1,46.15,15.91
895968,895968-L1,Hair Care,1,38.38,13.26
895965,895965-L1,Hair Care,1,29.42,9.07
895974,895974-L1,Oral Care,1,29.09,10.0
895989,895989-L1,Baby,1,41.22,9.13
896000,896000-L1,Baby,1,71.36,16.82
896009,896009-L1,Household,1,53.54,11.66
895979,895979-L1,Baby,1,49.56,11.72
895999,895999-L1,Household,1,55.92,13.13
895993,895993-L1,Oral Care,1,38.8,9.14
896024,896024-L1,Personal Care,1,33.89,11.95
896025,896025-L1,Oral Care,1,49.9,18.21
896022,896022-L1,Hair Care,1,16.5,5.77
896022,896022-L2,Make-up,1,20.66,7.22
896033,896033-L1,Oral Care,1,29.54,10.55
896026,896026-L1,Personal Care,1,28.18,9.11
896021,896021-L1,Baby,1,40.36,14.77
896041,896041-L1,Make-up,1,19.5,5.07
896043,896043-L1,Household,1,15.73,4.1
896043,896043-L2,Make-up,1,6.28,1.64
896045,896045-L1,Oral Care,1,4.32,1.12
896045,896045-L2,Personal Care,1,24.03,6.23
896042,896042-L1,Hair Care,1,15.44,3.89
